EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,OverTime,DistanceFromHome,Attrition
923,41,Female,Divorced,PhD,HR,Technician,7,12,18083.34,3,4,9,Yes,19.32,Yes
924,28,Male,Single,Master,HR,Analyst,2,4,5550.9,2,5,7,No,5.16,No
925,43,Female,Single,High School,IT,Technician,22,7,14173.48,5,1,3,No,46.36,No
926,38,Female,Divorced,Bachelor,Sales,Developer,5,12,3675.69,2,4,9,No,4.86,Yes
927,26,Male,Single,Bachelor,IT,Technician,3,9,11824.34,3,5,3,No,1.49,No
928,55,Male,Divorced,PhD,Sales,Technician,9,7,14169.35,2,5,8,Yes,14.28,No
929,46,Male,Married,Bachelor,IT,Analyst,5,16,14076.11,4,4,6,Yes,14.6,Yes
930,64,Male,Married,Master,IT,Technician,20,15,15288.41,1,5,4,Yes,15.22,Yes
931,36,Female,Single,Master,HR,Analyst,29,3,9512.73,2,1,6,Yes,40.28,No
932,52,Male,Married,PhD,Sales,Developer,6,6,15680.47,3,2,0,No,15.06,No
933,40,Male,Married,PhD,IT,Developer,4,14,10512.1,4,5,1,No,31.92,No
934,52,Female,Divorced,Bachelor,Finance,Manager,36,8,7812.54,3,4,3,Yes,1.37,No
935,33,Male,Divorced,High School,HR,Manager,21,4,7795.19,5,1,9,No,44.73,No
936,44,Female,Married,Bachelor,HR,Analyst,17,13,5162.08,1,1,1,No,13.74,Yes
937,44,Female,Married,PhD,HR,Manager,15,5,14970.38,4,5,5,Yes,27.34,No
938,57,Female,Divorced,Master,HR,Manager,27,18,4837.29,1,3,1,Yes,28.85,No
939,32,Female,Divorced,Master,IT,Sales Executive,39,11,13451.83,2,4,7,Yes,12.76,Yes
940,43,Male,Married,High School,IT,Manager,19,5,13976.5,1,1,6,No,29.96,No
941,51,Male,Single,High School,HR,Technician,3,17,7159.43,2,4,4,Yes,43.48,Yes
942,26,Female,Divorced,Bachelor,IT,Developer,28,2,10795.33,4,5,9,Yes,17.23,Yes
943,58,Female,Divorced,Master,IT,Manager,22,5,14076.61,3,5,0,Yes,46.75,Yes
944,41,Male,Married,Bachelor,Sales,Analyst,6,8,2003.15,4,3,7,Yes,12.5,Yes
945,31,Female,Married,High School,Finance,Sales Executive,31,6,6945.32,3,3,3,No,6.78,Yes
946,43,Male,Single,PhD,Sales,Sales Executive,5,8,8833.48,3,5,3,No,18.13,Yes
947,63,Male,Divorced,Bachelor,R&D,Developer,13,2,18755.35,1,2,3,No,44.74,No
948,51,Female,Married,Bachelor,Sales,Developer,34,8,10356.26,3,2,0,No,8.91,Yes
949,51,Male,Married,Master,Finance,Analyst,10,7,11125.7,5,1,9,Yes,21.38,No
950,43,Female,Single,Master,Finance,Analyst,28,8,13954.22,5,3,9,Yes,31.59,No
951,59,Female,Single,Master,Sales,Analyst,21,18,10126.78,1,1,1,No,40.97,Yes
952,59,Male,Divorced,Bachelor,Sales,Sales Executive,37,7,9782.92,1,4,6,No,45.35,Yes
953,59,Female,Married,Master,R&D,Sales Executive,36,15,19538.81,4,5,0,No,49.6,No
954,28,Male,Married,Master,HR,Analyst,28,9,16621.78,5,5,4,No,42.42,No
955,57,Male,Divorced,High School,Finance,Manager,13,14,14631.72,5,2,8,Yes,1.47,No
956,35,Male,Single,Master,HR,Manager,36,13,10649.68,3,1,7,Yes,20.25,No
957,32,Female,Divorced,PhD,R&D,Analyst,1,3,8233.58,4,1,7,No,42.86,Yes
958,28,Male,Divorced,High School,IT,Analyst,9,6,12654.23,4,4,4,Yes,48.83,Yes
959,53,Female,Divorced,Bachelor,IT,Sales Executive,20,4,10031.81,4,1,3,No,3.92,No
960,39,Male,Single,Bachelor,HR,Manager,17,18,10398.62,2,4,9,Yes,17.65,Yes
961,55,Male,Single,Master,Sales,Developer,3,11,5988.85,3,1,1,Yes,32.89,No
962,23,Female,Married,PhD,Finance,Developer,32,7,16242.93,1,3,0,No,21.03,No
963,28,Female,Married,High School,HR,Technician,35,15,16239.38,4,5,1,Yes,8.68,No
964,64,Male,Divorced,Master,Sales,Developer,6,11,7416.61,3,4,6,No,45.07,Yes
965,52,Female,Married,High School,R&D,Manager,6,19,7204.18,3,5,5,No,15.91,No
966,39,Female,Single,Master,Sales,Sales Executive,25,9,7004.91,3,5,6,No,13.53,Yes
967,41,Female,Married,High School,R&D,Manager,28,6,4927.66,5,1,9,Yes,29.01,No
968,28,Female,Married,High School,HR,Manager,39,7,17447.99,1,1,2,Yes,42.39,No
969,43,Female,Single,Bachelor,IT,Developer,1,8,6780.48,4,4,4,No,24.36,Yes
970,58,Female,Married,High School,Finance,Analyst,16,12,14575.8,1,2,2,Yes,6.5,No
971,55,Male,Single,PhD,HR,Technician,20,19,3793.9,1,2,8,No,22.95,No
972,60,Female,Married,Bachelor,IT,Developer,24,14,15236.87,5,5,7,Yes,5.85,No
973,63,Female,Married,Master,R&D,Developer,15,7,4651.51,1,2,6,No,9.52,No
974,61,Female,Divorced,Master,Finance,Developer,10,2,4858.55,1,3,5,No,22.38,Yes
975,37,Male,Married,High School,Sales,Technician,12,11,16967.57,3,1,3,No,6.61,Yes
976,35,Female,Divorced,Bachelor,HR,Sales Executive,37,11,7236.55,3,5,3,No,33.83,Yes
977,62,Male,Married,Bachelor,Sales,Developer,35,8,5102.95,4,1,1,Yes,27.65,Yes
978,53,Female,Divorced,Master,Finance,Sales Executive,27,6,11664.07,2,2,5,No,17.82,Yes
979,59,Male,Married,PhD,HR,Sales Executive,13,11,3347.46,4,3,5,No,8.79,Yes
980,60,Male,Single,PhD,HR,Manager,30,11,14787.6,4,3,9,No,26.14,Yes
981,47,Male,Married,Bachelor,Sales,Analyst,3,5,17144.21,3,4,1,Yes,40.12,No
982,51,Male,Single,Bachelor,Sales,Technician,35,10,6471.24,1,5,6,No,37.71,No
983,62,Male,Single,Master,IT,Analyst,12,1,14563.98,5,3,9,No,48.65,Yes
984,60,Female,Divorced,Bachelor,Sales,Sales Executive,29,7,2968.26,4,5,3,No,25.52,Yes
985,30,Female,Single,Master,R&D,Sales Executive,30,4,10604.42,2,5,5,Yes,31.94,Yes
986,53,Female,Single,PhD,IT,Technician,22,13,19135.06,4,5,5,Yes,12.93,Yes
987,28,Male,Divorced,Bachelor,Sales,Analyst,17,15,11685.12,1,1,6,Yes,38.82,No
988,33,Male,Married,PhD,HR,Manager,27,16,9394.08,4,5,2,Yes,25.5,Yes
989,44,Female,Married,PhD,Sales,Analyst,22,3,2105.51,1,2,4,No,24.16,No
990,38,Female,Single,High School,Finance,Developer,7,3,6606.64,1,3,4,No,15.64,Yes
991,42,Female,Divorced,Master,IT,Analyst,11,8,9712.71,5,1,3,Yes,16.59,No
992,33,Female,Married,Master,HR,Sales Executive,16,16,8793.68,5,3,9,Yes,11.17,No
993,43,Female,Divorced,Master,Sales,Technician,36,2,9901.24,4,2,9,Yes,47.33,Yes
994,44,Female,Divorced,High School,Finance,Developer,22,7,2425.68,5,1,9,Yes,12.66,Yes
995,26,Male,Single,Master,IT,Sales Executive,37,1,11562.36,2,4,6,No,2.89,No
996,39,Female,Divorced,High School,IT,Analyst,3,9,6524.23,3,2,4,No,21.71,No
997,58,Male,Single,Bachelor,IT,Technician,35,9,9210.81,4,4,2,No,48.46,No
998,58,Female,Divorced,High School,HR,Developer,38,18,17955.49,5,3,3,No,2.49,Yes
999,28,Male,Single,PhD,Sales,Analyst,38,12,16905.93,2,2,1,No,13.65,No
1000,24,Female,Married,Master,HR,Developer,24,12,9163.41,3,4,2,Yes,13.28,Yes
1001,22,Male,Divorced,High School,R&D,Manager,34,5,2973.05,2,4,4,No,27.09,No
1002,27,Male,Single,High School,Sales,Manager,35,11,18000.18,4,1,0,Yes,38.07,No
1003,28,Male,Married,High School,R&D,Technician,11,4,9181.86,3,1,3,Yes,21.29,Yes
1004,48,Male,Single,High School,Sales,Manager,15,16,10631.85,5,3,4,Yes,17.11,No
1005,52,Male,Single,Bachelor,IT,Sales Executive,14,12,3542.51,1,2,4,Yes,14.96,No
1006,29,Male,Single,Bachelor,HR,Analyst,17,2,14465.74,5,4,7,No,45.96,Yes
1007,35,Female,Single,Bachelor,R&D,Developer,21,5,14818.18,1,2,2,Yes,47.09,Yes
1008,36,Male,Single,Master,IT,Developer,28,8,9356.01,2,5,8,Yes,29.41,No
1009,28,Female,Divorced,High School,IT,Manager,38,16,17999.87,1,3,3,Yes,44.16,No
1010,28,Male,Married,Bachelor,R&D,Developer,22,18,2875.41,1,3,9,Yes,49.4,Yes
1011,54,Female,Married,Master,Sales,Developer,34,3,7535.73,2,1,4,Yes,28.72,Yes
1012,62,Female,Married,PhD,R&D,Analyst,1,6,5723.33,2,4,1,No,15.59,No
1013,28,Female,Divorced,PhD,HR,Technician,23,4,14562.32,1,2,1,Yes,17.47,Yes
1014,41,Female,Single,Master,Finance,Developer,32,11,5684.02,1,4,8,No,31.01,Yes
1015,28,Male,Divorced,High School,Sales,Manager,4,2,14649.05,4,3,8,No,19.67,No
1016,35,Male,Single,High School,IT,Manager,6,13,16338.04,5,4,1,Yes,25.99,Yes
1017,36,Male,Divorced,PhD,R&D,Technician,16,13,16098.28,3,3,0,No,12.26,No
1018,39,Male,Married,High School,Finance,Developer,10,18,2504.94,2,5,0,No,49.69,No
1019,31,Male,Divorced,High School,R&D,Developer,35,13,18749.25,2,4,8,No,10.41,Yes
1020,56,Female,Single,High School,Finance,Developer,24,12,14863.45,1,3,4,No,45.79,Yes
1021,48,Female,Married,High School,Sales,Technician,10,9,16630.18,2,4,2,Yes,43.58,No
1022,64,Male,Married,Bachelor,R&D,Manager,12,1,13623.42,5,4,0,No,40.71,Yes
1023,22,Female,Single,Bachelor,R&D,Developer,33,5,11524.22,4,2,3,No,46.92,No
1024,49,Female,Single,High School,Finance,Developer,27,4,13604.2,4,4,2,No,40.48,No
1025,55,Male,Divorced,Master,HR,Sales Executive,25,4,8482.4,1,4,4,No,18.27,Yes
1026,24,Male,Single,Bachelor,IT,Analyst,10,14,10240.68,1,4,9,No,9.31,Yes
1027,24,Male,Single,High School,Finance,Technician,25,11,14823.75,3,3,7,Yes,25.69,Yes
1028,32,Male,Single,Bachelor,R&D,Analyst,32,14,14017.61,5,3,6,No,1.27,Yes
1029,25,Male,Married,Master,Finance,Technician,26,12,12683.6,2,4,4,Yes,47.5,No
1030,51,Male,Single,Master,Finance,Analyst,4,16,2885.85,1,5,9,Yes,42.95,No
1031,60,Female,Married,Bachelor,R&D,Sales Executive,9,15,7180.29,3,4,2,Yes,41.23,Yes
1032,53,Male,Married,High School,R&D,Analyst,27,10,12862.42,4,4,4,No,18.51,No
1033,37,Male,Married,High School,HR,Developer,9,4,10345.18,2,3,0,Yes,6.63,Yes
1034,38,Female,Single,PhD,HR,Analyst,26,1,8085.49,4,1,2,No,35.84,No
1035,32,Male,Single,High School,HR,Analyst,11,19,14906.45,4,1,1,No,32.76,No
1036,57,Male,Married,Master,R&D,Manager,38,8,8966.53,5,4,0,No,41.34,Yes
1037,53,Female,Divorced,Master,Sales,Technician,32,10,18351.47,1,5,4,Yes,25.96,Yes
1038,56,Male,Divorced,Master,HR,Analyst,30,7,11570.5,1,2,0,No,8.42,No
1039,48,Male,Divorced,PhD,IT,Developer,39,2,10703.16,1,3,1,Yes,41.07,No
1040,55,Male,Single,PhD,Sales,Developer,9,2,8069.53,4,2,0,Yes,35.41,Yes
1041,26,Female,Married,PhD,HR,Technician,11,19,4416.17,3,2,9,No,47.94,Yes
1042,46,Male,Single,Master,IT,Sales Executive,23,12,2172.94,5,5,7,Yes,5.4,Yes
1043,49,Female,Married,Bachelor,R&D,Technician,17,19,14184.03,5,5,7,No,29.75,No
1044,39,Male,Divorced,High School,IT,Developer,32,12,3176.75,4,1,0,No,32.19,Yes
1045,24,Female,Single,High School,HR,Sales Executive,11,13,7850.68,1,3,6,No,49.99,Yes
1046,49,Female,Divorced,Bachelor,Finance,Sales Executive,22,16,17761.43,3,1,2,Yes,41.79,Yes
1047,23,Male,Married,Bachelor,Finance,Manager,32,8,10605.51,1,5,2,No,16.32,No
1048,55,Male,Divorced,High School,IT,Analyst,9,10,17900.6,5,5,1,No,24.17,No
1049,43,Female,Married,High School,R&D,Manager,17,6,3107.35,3,3,1,No,18.52,No
1050,43,Female,Single,PhD,Sales,Analyst,25,15,17180.97,2,3,9,Yes,45.97,Yes
1051,51,Female,Single,PhD,Finance,Manager,16,17,18766.73,2,4,5,No,26.68,No
1052,55,Male,Divorced,Bachelor,Sales,Sales Executive,33,11,18445.23,4,4,4,No,45.19,Yes
1053,22,Male,Single,Bachelor,R&D,Analyst,2,19,8057.35,2,2,5,Yes,18.74,Yes
1054,50,Female,Married,Master,Finance,Developer,39,10,3712.06,5,3,9,Yes,9.81,Yes
1055,40,Female,Married,Bachelor,R&D,Sales Executive,12,18,18471.31,5,3,2,Yes,27.53,No
1056,40,Male,Divorced,Bachelor,HR,Technician,34,9,4832.47,2,1,6,No,49.37,No
1057,62,Female,Married,Master,Sales,Sales Executive,25,9,11828.03,4,1,9,No,31.8,Yes
1058,62,Male,Single,High School,HR,Developer,14,18,9334.18,4,4,3,No,3.7,No
1059,50,Female,Divorced,PhD,R&D,Manager,9,6,19241.39,3,2,1,Yes,2.65,No
1060,64,Male,Divorced,Master,R&D,Analyst,30,16,9486.93,2,5,6,No,22.05,Yes
1061,54,Female,Single,Bachelor,IT,Manager,12,12,8665.59,2,4,3,Yes,2.83,No
1062,38,Male,Single,Bachelor,IT,Manager,10,2,12562.46,5,1,0,No,6.12,Yes
1063,59,Male,Single,High School,Finance,Analyst,24,17,11499.51,2,5,8,No,37.92,Yes
1064,22,Female,Divorced,PhD,HR,Manager,34,9,10138.3,1,2,0,Yes,38.15,No
1065,62,Female,Divorced,PhD,HR,Developer,12,5,11046.61,4,1,0,No,10.05,No
1066,54,Female,Married,PhD,R&D,Technician,26,17,3772.05,4,4,6,No,42.7,No
1067,57,Male,Divorced,PhD,IT,Analyst,32,15,18828.47,3,4,6,No,9.6,Yes
1068,43,Female,Divorced,High School,Sales,Manager,35,7,6506.46,2,2,8,No,38.45,No
1069,39,Male,Married,Master,R&D,Analyst,13,19,12262.47,4,4,4,No,30.52,No
1070,38,Male,Divorced,High School,HR,Manager,19,6,2638.61,2,2,1,No,42.97,Yes
1071,53,Male,Married,Bachelor,HR,Developer,13,4,7322.05,5,3,7,Yes,37.92,Yes
1072,41,Male,Married,High School,R&D,Sales Executive,22,12,14396.63,4,1,2,Yes,1.02,No
1073,44,Male,Married,Bachelor,R&D,Technician,23,19,10232.55,2,3,4,Yes,3.98,No
1074,49,Male,Single,High School,R&D,Technician,1,6,15143.0,2,3,5,Yes,2.58,Yes
1075,47,Male,Single,PhD,HR,Analyst,8,14,4797.42,3,4,2,Yes,41.84,Yes
1076,28,Male,Divorced,PhD,Sales,Technician,39,16,19785.24,4,5,5,Yes,30.2,Yes
1077,62,Female,Married,Master,HR,Manager,34,5,10023.06,1,4,4,No,48.43,No
1078,41,Female,Single,PhD,R&D,Developer,13,5,11698.2,4,1,6,No,20.04,No
1079,62,Female,Married,High School,IT,Developer,10,17,6636.49,5,4,9,No,9.76,Yes
1080,32,Female,Married,Bachelor,Sales,Analyst,3,4,8104.65,2,1,1,Yes,17.66,No
1081,28,Female,Single,Master,Finance,Manager,28,11,13782.58,4,5,7,Yes,14.26,No
1082,59,Male,Married,Master,HR,Technician,27,6,8151.08,2,5,5,No,42.58,Yes
1083,48,Female,Divorced,High School,Sales,Manager,21,12,14933.86,3,5,0,Yes,14.03,Yes
1084,30,Female,Divorced,High School,Sales,Technician,11,11,7145.46,3,1,1,Yes,7.54,Yes
1085,25,Male,Divorced,PhD,R&D,Manager,24,9,15778.26,4,5,2,Yes,17.32,Yes
1086,59,Male,Divorced,PhD,Sales,Technician,12,13,14149.33,3,3,2,No,40.09,No
1087,50,Female,Single,PhD,HR,Technician,7,15,5817.81,2,4,9,No,20.63,Yes
1088,47,Female,Single,Master,IT,Developer,32,3,2900.61,5,4,2,No,31.14,Yes
1089,46,Female,Divorced,Master,Sales,Sales Executive,10,5,18743.82,4,1,4,Yes,11.07,Yes
1090,35,Female,Single,Bachelor,HR,Sales Executive,28,19,6233.42,5,2,8,Yes,4.69,Yes
1091,58,Male,Divorced,Master,R&D,Analyst,26,15,12389.35,3,2,5,Yes,12.47,Yes
1092,49,Female,Single,PhD,Sales,Sales Executive,29,7,7361.36,3,4,8,No,41.17,Yes
1093,29,Female,Single,Master,Finance,Analyst,27,3,13847.58,2,2,2,Yes,34.71,No
1094,63,Male,Married,Master,Finance,Developer,10,8,14622.53,4,2,8,No,5.03,No
1095,32,Female,Divorced,Master,IT,Analyst,4,13,3337.52,4,2,3,No,11.52,Yes
1096,56,Male,Married,Bachelor,R&D,Sales Executive,22,16,2900.34,1,1,6,No,12.35,No
1097,52,Male,Divorced,Master,HR,Technician,10,8,19833.32,2,3,0,No,14.81,Yes
1098,55,Male,Single,Bachelor,Sales,Analyst,4,9,15824.81,4,5,9,No,33.34,Yes
1099,57,Male,Divorced,Master,HR,Sales Executive,7,2,6708.52,5,1,2,No,9.09,No
1100,38,Male,Married,Bachelor,Finance,Sales Executive,23,1,10844.83,3,3,3,No,6.79,No
1101,42,Female,Married,PhD,R&D,Technician,3,13,19243.67,5,5,7,No,26.11,Yes
1102,47,Female,Single,Bachelor,HR,Manager,24,13,11789.5,3,5,0,Yes,17.02,No
1103,62,Male,Married,High School,Sales,Sales Executive,37,11,9547.25,2,1,6,No,11.88,No
1104,49,Female,Single,Bachelor,R&D,Developer,30,10,2676.4,4,4,3,Yes,9.53,No
1105,43,Male,Single,Bachelor,Sales,Technician,12,6,12526.08,3,1,2,Yes,13.8,No
1106,62,Male,Single,PhD,Sales,Manager,21,16,17869.78,2,5,7,Yes,2.89,Yes
1107,24,Female,Single,Bachelor,R&D,Technician,17,6,11770.63,5,2,4,No,16.29,No
1108,49,Female,Single,PhD,R&D,Analyst,3,13,16072.05,3,2,5,No,19.78,Yes
1109,57,Female,Married,PhD,Sales,Sales Executive,15,12,17947.59,4,4,1,No,12.06,Yes
1110,23,Female,Married,PhD,Finance,Sales Executive,36,8,9331.73,5,1,0,Yes,32.62,Yes
1111,41,Female,Married,High School,Sales,Technician,32,3,9408.48,2,5,6,No,43.08,No
1112,61,Male,Married,Bachelor,R&D,Analyst,9,13,18585.0,5,2,7,No,37.2,Yes
1113,57,Female,Single,High School,IT,Technician,22,1,8131.11,3,3,2,Yes,10.73,Yes
1114,29,Female,Divorced,PhD,HR,Developer,36,10,13907.13,1,2,5,Yes,7.4,No
1115,60,Female,Divorced,Bachelor,Sales,Sales Executive,32,15,13158.15,1,4,0,No,46.29,Yes
1116,46,Female,Divorced,PhD,HR,Sales Executive,5,11,10733.09,4,1,3,Yes,23.27,No
1117,36,Female,Divorced,Bachelor,Sales,Developer,4,16,13555.65,2,1,1,No,43.34,Yes
1118,51,Female,Married,Bachelor,Sales,Manager,5,3,14656.54,4,2,0,Yes,32.93,Yes
1119,55,Male,Single,Bachelor,IT,Sales Executive,7,9,18646.6,3,3,2,No,36.78,Yes
1120,25,Male,Married,Master,R&D,Technician,11,7,16413.74,2,1,1,No,10.55,No
1121,43,Male,Married,Master,Finance,Manager,39,16,8444.59,1,1,4,Yes,39.86,No
1122,46,Male,Married,Master,R&D,Manager,6,7,9778.55,5,5,8,No,20.76,Yes
1123,30,Male,Single,Bachelor,HR,Technician,29,8,18265.81,5,4,7,Yes,19.12,No
1124,44,Female,Married,PhD,HR,Developer,17,5,6876.6,3,5,1,No,31.18,No
1125,60,Male,Single,PhD,Sales,Manager,28,6,7847.26,3,4,6,Yes,14.57,Yes
1126,33,Female,Divorced,Master,R&D,Sales Executive,38,9,14404.19,2,1,2,No,14.21,No
1127,35,Male,Married,High School,IT,Analyst,19,5,3994.03,1,3,5,Yes,4.84,No
1128,28,Male,Single,Bachelor,Finance,Manager,12,9,16169.58,5,3,8,Yes,20.42,Yes
1129,52,Female,Married,PhD,R&D,Developer,38,10,19070.63,2,1,2,Yes,30.9,No
1130,27,Female,Divorced,PhD,Sales,Technician,19,6,13576.84,2,4,9,No,13.94,Yes
1131,44,Male,Single,Master,HR,Sales Executive,33,1,3300.27,2,5,9,No,44.85,No
1132,40,Male,Divorced,High School,R&D,Analyst,5,13,6293.42,4,5,1,Yes,48.79,No
1133,42,Male,Divorced,High School,HR,Manager,1,5,3755.17,2,5,1,No,8.13,No
1134,40,Female,Single,Bachelor,Sales,Developer,35,19,7563.76,2,4,4,Yes,26.74,No
1135,40,Male,Married,PhD,HR,Analyst,35,16,18911.9,2,1,5,Yes,15.79,Yes
1136,55,Female,Single,Bachelor,Sales,Analyst,31,15,8465.72,2,3,3,Yes,20.28,Yes
1137,64,Female,Divorced,High School,Finance,Sales Executive,36,14,5318.57,4,5,5,Yes,22.73,Yes
1138,34,Female,Single,High School,IT,Sales Executive,35,14,13908.23,3,4,3,Yes,23.09,No
1139,57,Female,Married,Bachelor,HR,Manager,12,4,18193.66,4,4,4,Yes,19.5,No
1140,46,Female,Single,High School,R&D,Manager,18,7,2620.9,2,5,6,No,18.5,Yes
1141,54,Female,Divorced,Master,Finance,Analyst,28,15,14031.54,3,1,5,No,4.78,No
1142,42,Male,Married,Master,IT,Developer,13,5,7203.62,4,3,1,No,20.03,No
1143,55,Female,Married,High School,R&D,Analyst,30,1,8733.27,1,3,8,Yes,49.44,Yes
1144,46,Male,Single,PhD,R&D,Developer,17,19,6270.42,1,4,9,Yes,23.46,No
1145,39,Female,Single,High School,Sales,Sales Executive,9,18,18309.64,2,1,4,Yes,19.14,No
1146,64,Male,Single,Bachelor,IT,Developer,39,14,17948.4,2,2,8,No,38.3,Yes
1147,32,Female,Divorced,PhD,R&D,Developer,22,2,12886.41,5,3,4,No,44.62,No
1148,40,Female,Married,Master,R&D,Sales Executive,15,4,2289.45,1,2,2,Yes,33.46,No
1149,55,Male,Married,Master,R&D,Technician,29,7,19038.38,3,4,6,No,18.65,Yes
1150,23,Female,Married,Master,Finance,Analyst,16,1,10413.42,3,3,7,No,20.8,No
1151,51,Male,Married,Master,IT,Manager,20,12,10800.94,5,1,4,No,21.51,No
1152,59,Female,Married,Master,Sales,Developer,25,1,15913.12,1,2,8,Yes,6.06,Yes
1153,36,Male,Divorced,PhD,Finance,Manager,24,14,13046.72,4,5,2,Yes,27.32,No
1154,32,Male,Married,Master,Finance,Manager,16,6,4185.28,4,2,7,No,10.09,No
1155,45,Female,Single,PhD,Finance,Analyst,16,1,3896.5,3,4,1,Yes,33.74,No
1156,25,Female,Divorced,Bachelor,Sales,Technician,25,2,6538.45,4,4,9,Yes,38.15,No
1157,40,Male,Divorced,High School,Sales,Technician,1,17,3270.44,2,4,0,Yes,29.81,Yes
1158,50,Female,Married,PhD,Finance,Technician,33,8,16993.63,2,1,6,Yes,14.65,No
1159,35,Male,Single,Master,Finance,Technician,7,18,2710.21,5,1,9,Yes,41.2,Yes
1160,38,Male,Single,Bachelor,HR,Sales Executive,38,17,19027.62,4,4,4,No,10.89,No
1161,29,Male,Married,Bachelor,Sales,Manager,28,16,4000.13,5,3,6,No,11.71,Yes
1162,34,Male,Divorced,High School,R&D,Manager,39,15,17437.42,1,5,2,No,7.71,No
1163,44,Female,Married,High School,IT,Sales Executive,28,15,6270.38,4,1,2,Yes,38.22,Yes
1164,50,Female,Divorced,PhD,IT,Analyst,32,12,13893.23,3,3,0,Yes,27.68,No
1165,32,Female,Married,PhD,IT,Developer,24,17,8158.11,3,2,2,Yes,6.38,No
1166,37,Female,Single,High School,Finance,Technician,8,18,3211.03,1,2,0,Yes,29.95,No
1167,44,Male,Married,High School,Sales,Technician,32,8,15147.67,2,3,3,Yes,43.06,Yes
1168,33,Male,Single,High School,HR,Sales Executive,28,9,16541.63,2,5,9,Yes,23.14,No
1169,59,Male,Married,Bachelor,HR,Technician,3,15,7377.32,2,2,4,Yes,41.69,No
1170,45,Female,Single,High School,IT,Sales Executive,7,13,16122.4,4,3,9,No,46.86,Yes
1171,52,Male,Single,Bachelor,R&D,Developer,6,5,10234.83,5,3,8,No,14.06,Yes
1172,59,Male,Single,Master,R&D,Manager,29,1,15131.05,1,4,0,No,28.65,No
1173,57,Male,Single,Master,R&D,Technician,14,12,13615.29,4,3,7,Yes,44.67,No
1174,22,Female,Single,PhD,R&D,Analyst,19,1,18737.7,3,5,3,Yes,30.88,No
1175,47,Female,Married,PhD,HR,Sales Executive,25,17,7903.93,5,4,3,No,22.35,No
1176,38,Female,Married,High School,HR,Developer,37,2,3980.78,5,5,0,No,30.22,Yes
1177,57,Female,Married,PhD,Sales,Analyst,18,7,16189.02,4,5,7,No,37.6,Yes
1178,38,Male,Divorced,Master,HR,Manager,4,3,16630.29,3,4,4,No,14.46,Yes
1179,58,Female,Single,PhD,Sales,Analyst,1,18,2469.99,5,4,2,No,8.01,Yes
1180,48,Male,Divorced,Bachelor,Sales,Sales Executive,33,14,4270.35,4,2,4,No,10.29,No
1181,46,Female,Single,PhD,Finance,Technician,28,10,16979.65,3,2,6,No,36.64,No
1182,51,Male,Single,Master,HR,Manager,19,7,12810.9,4,4,8,No,6.45,Yes
1183,62,Male,Married,Master,R&D,Sales Executive,33,14,10150.9,3,5,8,No,16.85,No
1184,46,Female,Divorced,Master,IT,Developer,15,3,16880.68,1,1,6,No,41.85,Yes
1185,59,Female,Single,Master,Sales,Analyst,23,11,6428.08,2,3,8,No,44.37,Yes
1186,53,Male,Married,Bachelor,IT,Analyst,29,15,7847.81,4,4,8,No,48.43,No
1187,33,Male,Divorced,PhD,R&D,Manager,39,19,15923.34,4,3,2,Yes,30.81,Yes
1188,42,Male,Divorced,Master,Sales,Manager,14,12,12638.59,4,2,4,Yes,12.71,No
1189,63,Female,Single,PhD,Sales,Developer,30,5,5751.54,4,3,1,No,33.6,Yes
1190,55,Female,Single,High School,HR,Developer,2,9,18091.67,1,2,9,No,10.26,Yes
1191,22,Female,Married,Bachelor,Finance,Manager,13,7,19898.2,2,4,4,No,12.79,Yes
1192,34,Female,Divorced,High School,IT,Sales Executive,28,15,4601.94,2,2,6,Yes,46.51,No
1193,42,Male,Divorced,Bachelor,R&D,Sales Executive,31,1,7337.33,5,5,4,Yes,1.48,Yes
1194,22,Female,Single,Master,Finance,Manager,12,1,15490.33,1,5,7,Yes,27.92,Yes
1195,34,Female,Married,PhD,Finance,Analyst,13,6,4222.26,2,5,9,Yes,3.86,Yes
1196,52,Female,Divorced,Bachelor,HR,Technician,3,5,10362.24,2,3,1,Yes,11.92,No
1197,44,Male,Single,High School,Sales,Developer,29,11,5931.72,3,3,5,Yes,18.34,No
1198,24,Female,Divorced,High School,R&D,Sales Executive,30,11,13958.96,3,1,9,No,6.32,No
1199,32,Female,Divorced,PhD,Finance,Technician,12,14,8476.21,1,3,5,No,2.69,No
1200,50,Male,Divorced,Bachelor,Finance,Analyst,21,8,17266.94,1,1,3,No,18.42,No
1201,39,Male,Married,High School,IT,Developer,2,14,10248.85,2,4,0,No,26.08,No
1202,46,Female,Married,High School,R&D,Sales Executive,16,9,11657.27,3,4,5,Yes,40.53,No
1203,55,Female,Married,Bachelor,R&D,Sales Executive,32,11,18001.93,3,4,8,Yes,17.56,Yes
1204,39,Female,Married,Master,Finance,Analyst,28,11,15834.36,2,4,0,No,16.24,No
1205,22,Female,Divorced,Master,Sales,Analyst,9,16,16559.18,2,3,5,Yes,1.56,Yes
1206,49,Female,Married,PhD,R&D,Sales Executive,17,12,2224.92,5,5,3,No,31.23,Yes
1207,25,Female,Single,Master,R&D,Sales Executive,19,7,13832.61,4,5,8,No,38.52,Yes
